id,channelNum,display-name,url
2090.stations.xmltv.tvmedia.ca,246,Investigation Discovery USA - Eastern,
2035.stations.xmltv.tvmedia.ca,247,American Heroes Channel,
4656.stations.xmltv.tvmedia.ca,248,Fox Business,
13504.stations.xmltv.tvmedia.ca,249,CCTV9 Documentary (English),cctv.cntv.cn/documentary/
657.stations.xmltv.tvmedia.ca,250,National Geographic US - Eastern,
1971.stations.xmltv.tvmedia.ca,252,FYI USA - Eastern,www.fyi.tv
624.stations.xmltv.tvmedia.ca,253,VICE,
1856.stations.xmltv.tvmedia.ca,258,Bloomberg TV USA,https://pluto.tv/live-tv/
1952.stations.xmltv.tvmedia.ca,261,FXX USA - Eastern,
193.stations.xmltv.tvmedia.ca,263,Golf Channel USA,www.thegolfchannel.com
1386.stations.xmltv.tvmedia.ca,265,NBC Sports Network,
1086.stations.xmltv.tvmedia.ca,267,Outdoor Channel US,
1629.stations.xmltv.tvmedia.ca,269,The Cowboy Channel,
14986.stations.xmltv.tvmedia.ca,271,FanDuel TV,www.tvg.com
1527.stations.xmltv.tvmedia.ca,274,ESPN News,espn.go.com
2093.stations.xmltv.tvmedia.ca,281,MTV Classic - East,
2288.stations.xmltv.tvmedia.ca,282,CMT Music,www.cmt.com
3229.stations.xmltv.tvmedia.ca,283,BET Soul,
1515.stations.xmltv.tvmedia.ca,284,MTV 2 - East,
2701.stations.xmltv.tvmedia.ca,285,MTV U,www.mtv.com
2112.stations.xmltv.tvmedia.ca,286,NickMusic,www.cdr.cr
1486.stations.xmltv.tvmedia.ca,287,FUSE TV - Eastern feed,
4679.stations.xmltv.tvmedia.ca,289,Smithsonian Channel USA,
7537.stations.xmltv.tvmedia.ca,290,National Geographic Wild,
10165.stations.xmltv.tvmedia.ca,291,POP - East,
4453.stations.xmltv.tvmedia.ca,292,Hallmark Movies & Mysteries - Eastern,
622.stations.xmltv.tvmedia.ca,296,Magnolia - East,
4226.stations.xmltv.tvmedia.ca,297,The Cooking Channel,
4175.stations.xmltv.tvmedia.ca,299,ReelzChannel,www.reelz.com
614.stations.xmltv.tvmedia.ca,301,HBO - Eastern Feed,
626.stations.xmltv.tvmedia.ca,303,HBO 2 - Eastern Feed,
628.stations.xmltv.tvmedia.ca,305,HBO Family - Eastern Feed,
1651.stations.xmltv.tvmedia.ca,307,HBO Signature (HBO 3) - Eastern,
631.stations.xmltv.tvmedia.ca,309,HBO Latino (HBO 7) - Eastern,www.hbo.com
629.stations.xmltv.tvmedia.ca,311,HBO Comedy - East,www.hbo.com
630.stations.xmltv.tvmedia.ca,313,HBO Zone - East,www.hbo.com
632.stations.xmltv.tvmedia.ca,325,Cinemax - Eastern Feed,
634.stations.xmltv.tvmedia.ca,327,MoreMax  Eastern,
1377.stations.xmltv.tvmedia.ca,329,ActionMax - Eastern,
1652.stations.xmltv.tvmedia.ca,331,ThrillerMax - East,
1653.stations.xmltv.tvmedia.ca,333,MovieMax (Max 6) - East,
639.stations.xmltv.tvmedia.ca,335,Cinemáx - East,WWW.CINEMAX.COM
636.stations.xmltv.tvmedia.ca,337,5 Star Max - Eastern,
2270.stations.xmltv.tvmedia.ca,339,OuterMax - Eastern,WWW.CINEMAX.COM
665.stations.xmltv.tvmedia.ca,351,Showtime - Eastern Feed,
1387.stations.xmltv.tvmedia.ca,353,Showtime 2 - Eastern,
2077.stations.xmltv.tvmedia.ca,355,SHOXBET - Eastern,
1615.stations.xmltv.tvmedia.ca,357,Showtime Extreme - Eastern,
2271.stations.xmltv.tvmedia.ca,359,Showtime Showcase - Eastern,
2272.stations.xmltv.tvmedia.ca,361,Showtime Next - Eastern,www.sho.com
2273.stations.xmltv.tvmedia.ca,363,Showtime Women - Eastern,
1956.stations.xmltv.tvmedia.ca,365,Showtime Family Zone - Eastern,
666.stations.xmltv.tvmedia.ca,375,TMC (US) - Eastern Feed,
4350.stations.xmltv.tvmedia.ca,377,TMC Xtra - Eastern,
1848.stations.xmltv.tvmedia.ca,391,SundanceTV USA - East,
1399.stations.xmltv.tvmedia.ca,395,FLIX - Eastern,
583.stations.xmltv.tvmedia.ca,401,Starz - Eastern,www.starz.com
2120.stations.xmltv.tvmedia.ca,403,Starz Edge - Eastern,www.starz.com
1957.stations.xmltv.tvmedia.ca,405,Starz In Black - Eastern,www.starz.com
1194.stations.xmltv.tvmedia.ca,407,Starz Kids & Family - Eastern,www.starz.com
2680.stations.xmltv.tvmedia.ca,409,Starz Cinema - Eastern,www.starz.com
4223.stations.xmltv.tvmedia.ca,411,Starz Comedy - Eastern,www.starz.com
667.stations.xmltv.tvmedia.ca,421,Starz Encore - Eastern,www.starz.com
1959.stations.xmltv.tvmedia.ca,431,Starz Encore Westerns - Eastern,www.starz.com
2080.stations.xmltv.tvmedia.ca,433,Starz Encore Classic - Eastern,www.starz.com
1958.stations.xmltv.tvmedia.ca,435,Starz Encore Suspense - Eastern,www.starz.com
4206.stations.xmltv.tvmedia.ca,437,Starz Encore Black - Eastern,www.starz.com
2078.stations.xmltv.tvmedia.ca,439,Starz Encore Action - Eastern,www.starz.com
2128.stations.xmltv.tvmedia.ca,451,Starz Encore Family - Eastern,www.starz.com
7096.stations.xmltv.tvmedia.ca,649,HBO Latino (HBO 7) HD - Eastern,www.hbo.com
7102.stations.xmltv.tvmedia.ca,650,HBO Zone HD - East,www.hbo.com
7097.stations.xmltv.tvmedia.ca,651,MoreMax - Eastern HD,www.cinemax.com
7110.stations.xmltv.tvmedia.ca,653,SHOXBET HD - Eastern,www.sho.com
7107.stations.xmltv.tvmedia.ca,654,Showtime Extreme HD - Eastern,www.sho.com
7113.stations.xmltv.tvmedia.ca,655,TMC Xtra HD - Eastern,www.sho.com
10814.stations.xmltv.tvmedia.ca,658,Starz Encore Black HD - Eastern,www.starz.com
7506.stations.xmltv.tvmedia.ca,660,FXX USA HD - Eastern,www.fxnetworks.com/fxx
13712.stations.xmltv.tvmedia.ca,661,SEC Network HD,www.secdigitalnetwork.com/
6985.stations.xmltv.tvmedia.ca,662,CBS Sports Network USA HD,
8308.stations.xmltv.tvmedia.ca,663,ESPN Goal Line HD,
10263.stations.xmltv.tvmedia.ca,665,Fox Sports 2 HD,www.foxsports.com
16418.stations.xmltv.tvmedia.ca,666,NBC Universo HD - Eastern,www.holamun2.com/grid
7536.stations.xmltv.tvmedia.ca,667,NFL RedZone HD,www.nfl.com/REDZONE
6211.stations.xmltv.tvmedia.ca,670,FYI USA HD - Eastern,www.fyi.tv
7300.stations.xmltv.tvmedia.ca,671,VICE HD,www.viceland.com
6997.stations.xmltv.tvmedia.ca,672,Investigation Discovery USA HD - Eastern,www.investigationdiscovery.com
9579.stations.xmltv.tvmedia.ca,673,National Geographic Wild HD,WWW.NATGEOCHANNEL.COM
5600.stations.xmltv.tvmedia.ca,675,Fox Business HD,www.foxbusiness.com
8587.stations.xmltv.tvmedia.ca,679,Oprah Winfrey Network USA Eastern HD,www.health.discovery.com
8114.stations.xmltv.tvmedia.ca,680,Magnolia HD - East,www.diynetwork.com
8113.stations.xmltv.tvmedia.ca,681,The Cooking Channel HD,
6221.stations.xmltv.tvmedia.ca,683,FUSE TV HD - Eastern,www.muchmusic.com/usa
6214.stations.xmltv.tvmedia.ca,685,Hallmark Movies & Mysteries Eastern - HD,www.hallmarkmoviesandmysteries.com
6215.stations.xmltv.tvmedia.ca,686,Independent Film Channel US HD,www.ifc.com
8836.stations.xmltv.tvmedia.ca,690,ReelzChannel HD,
11121.stations.xmltv.tvmedia.ca,691,BBC America - East HD,www.bbcamerica.com/servlet/Homelude
8815.stations.xmltv.tvmedia.ca,692,TV Land - Eastern HD,www.tvland.com
6980.stations.xmltv.tvmedia.ca,693,RFD-TV HD,www.rfdtv.com
19128.stations.xmltv.tvmedia.ca,702,"CW (Week-DT3) Peoria, IL HD",www.week.com
4596.stations.xmltv.tvmedia.ca,704,"ABC (WEEK-DT2) Peoria, IL HD",www.week.com
4602.stations.xmltv.tvmedia.ca,705,"NBC (WEEK) Bloomington, IL HD",www.week.com/
4600.stations.xmltv.tvmedia.ca,706,"CBS (WMBD) Central Illinois, IL HD",www.wmbd.com/
4598.stations.xmltv.tvmedia.ca,710,"FOX (WYZZ) Bloomington, IL HD",
8584.stations.xmltv.tvmedia.ca,711,"PBS (WTTW) Chicago, IL HD",www.networkchicago.com/wttw/
4583.stations.xmltv.tvmedia.ca,712,"PBS (WILL) Urbana, IL HD",www.will.uiuc.edu/
6115.stations.xmltv.tvmedia.ca,714,QVC HD,www.qvc.com
